Order_ID,Date,Month,Year,Category_Type,Category,Category Image,Item_Name,Quantity,Unit_Price_$,Total_Amount_$,Food_Cost_$,Labour_Cost_$,Profit_$,Delivery_Partner,Payment_Mode
O02393,03-06-2025,June,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,3,7.98,23.94,9.5,2.68,11.76,UberEats,Online
O02394,03-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,4,5.12,20.48,7.6,3.48,9.4,Zomato,Online
O02395,23-07-2025,July,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,2,12.02,24.04,8.19,4.01,11.84,Swiggy,UPI
O02396,07-10-2025,October,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,4,7.31,29.24,9.66,5.73,13.85,Swiggy,Online
O02397,20-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,3,8.58,25.74,9.11,4.3,12.33,Zomato,Online
O02398,18-06-2025,June,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,3,12.32,36.96,15.06,4.97,16.93,In-Store,Cash
O02399,28-11-2025,November,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Margherita,1,13.39,13.39,5.44,2.24,5.71,Swiggy,Card
O02400,13-05-2025,May,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,2,16.71,33.42,11.77,5.89,15.76,In-Store,Card
O02401,15-04-2025,April,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,2,5.76,11.52,4.36,2.24,4.92,Swiggy,UPI
O02402,05-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,3,7.29,21.87,7.52,3,11.35,Zomato,Cash
O02403,03-05-2025,May,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,1,15.96,15.96,5.56,2.16,8.24,Swiggy,Online
O02404,04-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,3,5.27,15.81,6.11,2.99,6.71,In-Store,UPI
O02405,02-07-2025,July,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,4,12.02,48.08,19.23,5.46,23.39,In-Store,Card
O02406,09-05-2025,May,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,1,4.53,4.53,1.83,0.68,2.02,Swiggy,Card
O02407,25-06-2025,June,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,1,19.25,19.25,6.08,3.79,9.38,UberEats,Cash
O02408,19-07-2025,July,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,1,6.48,6.48,2.19,0.98,3.31,Zomato,Card
O02409,14-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,2,6.87,13.74,4.94,2.43,6.37,Zomato,Online
O02410,23-08-2025,August,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,4,9.21,36.84,15.85,4.76,16.23,Zomato,Cash
O02411,20-08-2025,August,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,3,18.55,55.65,22.35,9.32,23.98,Swiggy,UPI
O02412,23-06-2025,June,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,1,11.7,11.7,4.17,1.9,5.63,UberEats,Online
O02413,10-03-2025,March,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,3,12.81,38.43,12.13,6.78,19.52,In-Store,Online
O02414,10-10-2025,October,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,2,6.78,13.56,6,1.82,5.74,Swiggy,UPI
O02415,09-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,4,6.53,26.12,11.04,3.12,11.96,Swiggy,Cash
O02416,03-06-2025,June,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,7.23,28.92,10.28,3.08,15.56,In-Store,Card
O02417,24-06-2025,June,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,4,10.68,42.72,17.59,7.43,17.7,Swiggy,Online
O02418,03-06-2025,June,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,3,12.67,38.01,11.97,7.34,18.7,UberEats,UPI
O02419,31-12-2025,December,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,4,10.81,43.24,15.6,5.23,22.41,UberEats,Cash
O02420,16-05-2025,May,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,4,12.05,48.2,16.52,8.77,22.91,Zomato,Card
O02421,10-02-2025,February,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,2,18.55,37.1,14.97,6.84,15.29,UberEats,Cash
O02422,09-10-2025,October,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,6.66,6.66,2.06,0.81,3.79,Swiggy,Online
O02423,09-06-2025,June,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,4,8.5,34,13.61,5.23,15.16,UberEats,Cash
O02424,05-02-2025,February,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,4,14.95,59.8,21.63,8.81,29.36,In-Store,Cash
O02425,04-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,3,12.74,38.22,12.5,5.48,20.24,UberEats,Card
O02426,15-10-2025,October,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,2,12.94,25.88,11.1,2.79,11.99,Zomato,Card
O02427,19-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,2,6.48,12.96,5.14,1.9,5.92,In-Store,Card
O02428,29-12-2025,December,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Cheese Chilli,3,16.79,50.37,15.3,8.82,26.25,In-Store,Cash
O02429,25-09-2025,September,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,2,12.68,25.36,10.67,3.12,11.57,In-Store,Card
O02430,09-08-2025,August,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Farmhouse,3,10.32,30.96,10.26,5.5,15.2,UberEats,UPI
O02431,27-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,4.96,4.96,1.93,0.92,2.11,UberEats,Card
O02432,05-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,4.01,4.01,1.6,0.53,1.88,In-Store,Cash
O02433,27-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,3,5.7,17.1,7.25,2.31,7.54,Zomato,Card
O02434,25-10-2025,October,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Cheese Chilli,3,19.82,59.46,19.37,10.53,29.56,Swiggy,Card
O02435,24-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,3,4.4,13.2,5.83,2.54,4.83,Zomato,Card
O02436,27-02-2025,February,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,2,6.04,12.08,5.17,1.59,5.32,Swiggy,Cash
O02437,24-02-2025,February,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,3,9.88,29.64,13.01,4.09,12.54,Zomato,Card
O02438,28-11-2025,November,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,2,19.13,38.26,15.25,4.57,18.44,In-Store,Online
O02439,23-09-2025,September,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,3,8.73,26.19,8.48,5.04,12.67,Zomato,Card
O02440,19-07-2025,July,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,3,13.15,39.45,16.19,5.75,17.51,In-Store,Online
O02441,12-08-2025,August,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Triple Cheese Club,1,16.93,16.93,6.5,2.2,8.23,In-Store,Online
O02442,01-02-2025,February,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,4,16.9,67.6,20.66,7.05,39.89,Zomato,Online
O02443,28-05-2025,May,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,1,16.78,16.78,5.21,2.83,8.74,Zomato,Online
O02444,31-08-2025,August,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,3,6.98,20.94,7.41,4.03,9.5,UberEats,UPI
O02445,25-04-2025,April,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,2,8.06,16.12,6.26,3.09,6.77,In-Store,Online
O02446,24-03-2025,March,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Spicy Bean Burger,3,10.05,30.15,9.28,5.88,14.99,Zomato,Cash
O02447,27-11-2025,November,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,3,13.02,39.06,17.54,4.27,17.25,Zomato,Cash
O02448,09-07-2025,July,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,1,8.39,8.39,2.84,1.57,3.98,UberEats,UPI
O02449,26-07-2025,July,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,4,16.7,66.8,28.98,6.89,30.93,Zomato,UPI
O02450,06-05-2025,May,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,4,4.25,17,7.41,2.52,7.07,Swiggy,Card
O02451,17-06-2025,June,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,6.83,6.83,2.53,0.75,3.55,Swiggy,Online
O02452,06-04-2025,April,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,1,14.89,14.89,4.47,2.11,8.31,UberEats,UPI
O02453,13-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,4,7.99,31.96,10.87,5.21,15.88,Swiggy,Online
O02454,16-11-2025,November,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Paneer Tikka,2,10.69,21.38,8.26,3.63,9.49,Swiggy,UPI
O02455,30-08-2025,August,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,2,17.12,34.24,12.64,4.49,17.11,Zomato,Online
O02456,09-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,4,7.86,31.44,10.22,3.22,18,Zomato,Card
O02457,23-01-2025,January,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,2,16.55,33.1,10.59,5.28,17.23,Swiggy,Cash
O02458,08-10-2025,October,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,4,9.38,37.52,12.2,6.44,18.88,Zomato,Card
O02459,09-07-2025,July,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,2,10.89,21.78,8.89,2.28,10.61,Swiggy,Online
O02460,24-05-2025,May,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,1,5.11,5.11,1.79,0.77,2.55,Swiggy,UPI
O02461,10-11-2025,November,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,4,12.68,50.72,22.57,9.96,18.19,Zomato,Cash
O02462,19-12-2025,December,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,2,12.36,24.72,8.93,3.15,12.64,Swiggy,Online
O02463,30-07-2025,July,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,4,12.55,50.2,16.23,7.24,26.73,Zomato,UPI
O02464,07-08-2025,August,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,2,5.9,11.8,4.23,2.25,5.32,In-Store,Card
O02465,19-02-2025,February,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,6.25,25,10.08,4.35,10.57,Zomato,Card
O02466,30-04-2025,April,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,3,6.35,19.05,7.06,2.5,9.49,Zomato,Card
O02467,09-03-2025,March,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,2,12.61,25.22,7.79,5.03,12.4,In-Store,Card
O02468,10-03-2025,March,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,3,10.46,31.38,11.12,5.44,14.82,UberEats,UPI
O02469,10-08-2025,August,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,3,17.89,53.67,16.3,10.19,27.18,In-Store,Online
O02470,29-03-2025,March,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,1,9.73,9.73,2.96,1.39,5.38,In-Store,Cash
O02471,22-03-2025,March,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,4,18.77,75.08,27.07,14.53,33.48,In-Store,Cash
O02472,28-04-2025,April,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,1,4.57,4.57,1.51,0.63,2.43,UberEats,Online
O02473,01-11-2025,November,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,2,4.09,8.18,3.24,1.34,3.6,In-Store,Card
O02474,16-08-2025,August,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,1,10.07,10.07,4.19,1.3,4.58,Zomato,Cash
O02475,27-07-2025,July,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Spicy Mac,2,11.43,22.86,8.17,3.31,11.38,Swiggy,Cash
O02476,06-03-2025,March,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,4,16.61,66.44,29.76,11.74,24.94,In-Store,Online
O02477,25-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,4,5.08,20.32,6.35,3.29,10.68,Zomato,Card
O02478,04-05-2025,May,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,3,11.6,34.8,14.94,6.45,13.41,Swiggy,UPI
O02479,03-10-2025,October,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,4,16.1,64.4,23.51,7.98,32.91,UberEats,Card
O02480,23-01-2025,January,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Cheese Mac,3,7.43,22.29,7.29,3.71,11.29,Zomato,Card
O02481,22-11-2025,November,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,3,12.52,37.56,16.35,3.8,17.41,Swiggy,Online
O02482,21-11-2025,November,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,2,5.75,11.5,3.56,1.39,6.55,In-Store,Card
O02483,22-05-2025,May,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,3,6.69,20.07,7.89,2.43,9.75,Swiggy,Cash
O02484,20-12-2025,December,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,2,15.62,31.24,11.97,5,14.27,UberEats,Card
O02485,23-11-2025,November,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,3,7.21,21.63,7.54,2.59,11.5,Zomato,Online
O02486,13-08-2025,August,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,2,6.85,13.7,5.49,2.73,5.48,Swiggy,Card
O02487,10-06-2025,June,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,2,11.34,22.68,9.14,3.96,9.58,UberEats,UPI
O02488,23-03-2025,March,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,4,13.52,54.08,21.27,6.1,26.71,UberEats,Online
O02489,09-02-2025,February,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Paneer Tikka,3,18.35,55.05,22.99,7.17,24.89,Swiggy,UPI
O02490,29-08-2025,August,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,1,16.21,16.21,6.34,2.85,7.02,Swiggy,Cash
O02491,26-01-2025,January,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,3,19.15,57.45,19.44,6.43,31.58,In-Store,UPI
O02492,24-06-2025,June,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Spicy Club,4,19.98,79.92,32.49,13.28,34.15,Zomato,Online
O02493,16-10-2025,October,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,3,18.37,55.11,17,5.8,32.31,Zomato,UPI
O02494,27-04-2025,April,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,3,13.45,40.35,12.5,5.65,22.2,UberEats,UPI
O02495,23-10-2025,October,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,4,13.32,53.28,18.15,6.91,28.22,Swiggy,Online
O02496,28-07-2025,July,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,3,10.1,30.3,11.09,5.44,13.77,In-Store,UPI
O02497,16-11-2025,November,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,3,4.55,13.65,5.24,1.41,7,Swiggy,Cash
O02498,25-01-2025,January,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,2,14.63,29.26,10.81,3.74,14.71,Swiggy,Cash
O02499,17-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,4,8.37,33.48,11.77,5.59,16.12,In-Store,Online
O02500,22-09-2025,September,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Farmhouse,1,13.17,13.17,4.64,1.79,6.74,Swiggy,Online
O02501,05-05-2025,May,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Mushroom Magic,3,15.54,46.62,20.86,7.36,18.4,In-Store,UPI
O02502,29-03-2025,March,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Green Tea,1,8.5,8.5,2.58,1.17,4.75,UberEats,Card
O02503,05-05-2025,May,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,3,8.2,24.6,10.41,3.8,10.39,UberEats,Online
O02504,23-02-2025,February,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,4,8.01,32.04,13.91,5.36,12.77,In-Store,Cash
O02505,30-05-2025,May,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,2,8.66,17.32,6.58,3.05,7.69,UberEats,UPI
O02506,22-01-2025,January,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Farmhouse,3,16.64,49.92,16.02,6.49,27.41,UberEats,UPI
O02507,16-12-2025,December,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,3,16.04,48.12,19.96,5.14,23.02,Swiggy,Cash
O02508,13-07-2025,July,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Veg Loaded Mac,4,11.55,46.2,13.92,8.68,23.6,UberEats,Cash
O02509,25-02-2025,February,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,2,13.58,27.16,8.34,4.38,14.44,UberEats,UPI
O02510,10-03-2025,March,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,2,13.24,26.48,10.14,4.58,11.76,UberEats,Cash
O02511,18-12-2025,December,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,1,4.06,4.06,1.73,0.53,1.8,Zomato,Card
O02512,17-04-2025,April,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Paneer Burger,2,8.78,17.56,5.79,2.72,9.05,UberEats,Cash
O02513,24-04-2025,April,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Paneer Delight,4,10.23,40.92,14.09,7.96,18.87,Swiggy,Online
O02514,27-08-2025,August,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,3,6.37,19.11,6.04,2.88,10.19,Zomato,Card
O02515,16-02-2025,February,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,4,8.76,35.04,14.92,6.07,14.05,Zomato,Card
O02516,26-11-2025,November,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Aloo Tikki Burger,3,7.05,21.15,9.35,3.39,8.41,In-Store,Cash
O02517,09-02-2025,February,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Peppy Paneer,1,12.32,12.32,3.73,2.1,6.49,In-Store,Cash
O02518,14-09-2025,September,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,1,7.19,7.19,3.06,0.74,3.39,Swiggy,Card
O02519,14-01-2025,January,2025,Main Menu,Veg Mania,https://i.ibb.co/svfg0hg2/vegmania.png,Corn Supreme,1,11.4,11.4,5,1.53,4.87,In-Store,Cash
O02520,07-03-2025,March,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mango Juice,2,6.32,12.64,4.13,2.35,6.16,In-Store,UPI
O02521,23-11-2025,November,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,4,5.99,23.96,9.02,4.12,10.82,UberEats,Cash
O02522,01-08-2025,August,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Classic Veg,3,14.93,44.79,19.79,5.13,19.87,UberEats,UPI
O02523,30-01-2025,January,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Triple Cheese Club,1,18.63,18.63,6.11,3.66,8.86,Swiggy,UPI
O02524,04-10-2025,October,2025,Appetizer,Burger,https://i.ibb.co/KjvbDYc5/burger.png,Veg Cheese Burger,4,11.23,44.92,14.37,4.99,25.56,In-Store,Online
O02525,14-01-2025,January,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,2,7.76,15.52,4.74,2.11,8.67,Zomato,Card
O02526,22-03-2025,March,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,3,11.92,35.76,12.04,6.18,17.54,Zomato,Online
O02527,21-06-2025,June,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,1,13.85,13.85,4.44,1.69,7.72,Swiggy,UPI
O02528,23-12-2025,December,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Cappuccino,1,4.33,4.33,1.58,0.83,1.92,In-Store,Cash
O02529,19-11-2025,November,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,1,17.44,17.44,7.08,3.26,7.1,In-Store,Online
O02530,11-08-2025,August,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,2,5.57,11.14,4.35,1.88,4.91,Swiggy,Card
O02531,10-01-2025,January,2025,Main Menu,Sandwich,https://i.ibb.co/fzhvYTxp/sandwich.png,Grilled Veg,4,14.81,59.24,23.09,8.51,27.64,Zomato,UPI
O02532,23-07-2025,July,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Orange Juice,1,5.78,5.78,1.88,0.96,2.94,In-Store,Card
O02533,22-08-2025,August,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Veggie Club Special,4,17.88,71.52,22.82,12.39,36.31,Swiggy,Card
O02534,11-05-2025,May,2025,Appetizer,Macaroni,https://i.ibb.co/zVLCV731/macaroni.png,Classic Mac,4,9.59,38.36,12.36,5.57,20.43,In-Store,Card
O02535,20-10-2025,October,2025,Main Menu,Pizza,https://i.ibb.co/vx6T9K8X/pizza-1.png,Veggie Paradise,4,14.21,56.84,24.28,9.26,23.3,In-Store,Card
O02536,18-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Hot Chocolate,1,8.45,8.45,3.04,0.95,4.46,Swiggy,Cash
O02537,05-06-2025,June,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Mixed Fruit Juice,1,4.36,4.36,1.75,0.47,2.14,Zomato,UPI
O02538,02-05-2025,May,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,3,10.64,31.92,13.2,4.88,13.84,In-Store,Cash
O02539,30-04-2025,April,2025,Beverage,Hot Drinks,https://i.ibb.co/mFCQYCrw/hot.png,Espresso,2,5.3,10.6,3.89,1.8,4.91,Swiggy,Cash
O02540,09-07-2025,July,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Salted Fries,1,10.76,10.76,4.32,1.08,5.36,Swiggy,UPI
O02541,25-10-2025,October,2025,Beverage,Juice,https://i.ibb.co/bM9d4qvH/juice.png,Watermelon Juice,4,4.96,19.84,8.36,2.24,9.24,UberEats,Card
O02542,20-08-2025,August,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Peri Peri Fries,4,11.08,44.32,16.59,8.56,19.17,In-Store,Online
O02543,21-10-2025,October,2025,Appetizer,French Fries,https://i.ibb.co/23d8CKt3/fries.png,Cheese Fries,3,12.29,36.87,11.71,4.79,20.37,In-Store,Cash
O02544,01-06-2025,June,2025,Main Menu,Club Veg,https://i.ibb.co/7tVrrcM1/clubveg.png,Corn & Mayo Club,4,16.33,65.32,27.74,12.38,25.2,Zomato,Card
